year, category a, category b, category c, value, axis, show on left-menu, description
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1179.04240448276, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1190.60138217537, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1274.64823529019, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1166.98312982289, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1177.43137488608, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1218.7510421621, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1152.60959050868, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,,1088.67578064542, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,648.854671923093, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,539.587421414169, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,610.519593208487, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,631.58794169997, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,728.05594046822, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,804.605160141964, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,770.519882598579, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,914.72252719942, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,918.618891117686, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1124.1674172614, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1121.784245662, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1082.82775098287, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1128.09211637834, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1134.04157213386, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1243.78282244998, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1257.69335319718, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1219.02203868719, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1254.01233056747, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1127.30678535228, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,904.733655859551, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,987.543260028329, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,990.514726470213, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1073.04582048897, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,978.157187951485, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,972.209278307725, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1024.1611142925, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1012.48230000777, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Cement Production,1000.78014926013, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,169.169608291399, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,171.548482597537, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,173.982665315219, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,189.625795877425, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,195.186512715556, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,201.723958198881, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,195.505200370311, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,204.56250842362, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,204.38272018539, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,214.116386024073, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,225.536122441431, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,201.217600464217, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,207.810309887833, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,183.532002707262, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,197.650070980398, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,187.598516324714, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,172.152286220338, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,167.588680974894, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,162.573679273572, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,141.983544692579, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,170.211675582196, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,177.386939676989, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,179.570418436489, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,169.267151752536, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,182.472440583441, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,169.649622991149, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,117.494256367174, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Lime Production,66.1820163586736, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,52.6291909212595, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,59.0993986926567, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,54.5700466911987, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,52.6099606020495, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,57.3587487773885, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,44.5648260272604, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,48.4564848832348, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,57.6565564258373, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,40.9919045236433, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,41.4776636130178, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,54.0601078193163, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,43.7560399474595, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,45.5020635917764, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,40.6639730568604, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,48.0518715968317, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,50.6689768598435, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,52.938843444628, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,45.3549801279025, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,37.0636207972487, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,28.6319621783836, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,21.2874688722349, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,22.6997160281711, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,22.0319963647322, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,19.5587901188687, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,22.7496559949176, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,24.9403048784541, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,22.6330341337303, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Mineral Products,Mineral Products Use,21.7136150266232, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,, -, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Chemical Industry2,Adipic Acid Production, -, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1665.01885388629, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1822.18864838573, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1821.39519854627, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1825.44880355407, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1802.3980817592, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1876.56419473913, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1949.27619789075, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1998.91154306355, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,2303.1540911204, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,2081.54081824749, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,2026.39790706355, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1412.05681839465, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1174.72494160535, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1358.24988367893, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1502.44514068227, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1224.8628157, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1089.75607785, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1191.58136, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1252.24246, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,1252.84912501672, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,847.838452318964, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,847.869944031671, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,886.155462366851, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,759.099851712707, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,546.844903646409, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,476.690526077348, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,867.461767237569, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,,794.134233867403, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Iron and Steel Production, -, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1665.01885388629, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1822.18864838573, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1821.39519854627, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1825.44880355407, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1802.3980817592, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1876.56419473913, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1949.27619789075, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1998.91154306355, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,2302.7892911204, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,2080.87961824749, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,2025.71390706355, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1410.71161839465, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1172.67294160535, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1356.19788367893, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1498.97954068227, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1223.4036157, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1088.38807785, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1190.35016, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1249.91686, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,1252.27912501672, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,847.277899832776, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,847.277899832776, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,885.4941364, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,758.49836, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,546.06076, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,475.95362, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,866.50127, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,Aluminum Production,793.19893, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1992,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1993,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1994,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1995,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1996,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1997,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters, -, ,,
1998,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.3648, ,,
1999,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.6612, ,,
2000,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.684, ,,
2001,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,1.3452, ,,
2002,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,2.052, ,,
2003,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,2.052, ,,
2004,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,3.4656, ,,
2005,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,1.4592, ,,
2006,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,1.368, ,,
2007,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,1.2312, ,,
2008,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,2.3256, ,,
2009,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.57, ,,
2010,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.560552486187845, ,,
2011,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.592044198895028, ,,
2012,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.661325966850829, ,,
2013,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.601491712707182, ,,
2014,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.78414364640884, ,,
2015,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.736906077348066, ,,
2016,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.960497237569061, ,,
2017,INDUSTRIAL PROCESSES AND PRODUCT USE,Metal Production,SF6 Used in Magnesium Smelters and Casters,0.935303867403315, ,,
1990,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",, -, ,,
1991,INDUSTRIAL PROCESSES AND PRODUCT USE,"Production and Consumption of Halocarbons, SF6 and NF33",, -, ,,
